datasetid;last-checked-date;contact;predecessor;country;iso-region;source-copyrights;data-classification;restricted-comment;related-datasets;discontinued-data;unit-of-measure;publisher-periodicity;title;description;theme;keyword;license;language;timezone;modified;modified_updates_on_metadata_change;modified_updates_on_data_change;data_processed;metadata_processed;publisher;references;records_count;attributions;source_domain;source_domain_title;source_domain_address;source_dataset;oauth_scope;parent_domain;dcat.created;dcat.issued;dcat.creator;dcat.contributor;dcat.contact_name;dcat.contact_email;dcat.accrualperiodicity;dcat.spatial;dcat.temporal;dcat.granularity;dcat.dataquality;dcat_ap_ch.domain;dcat_ap_ch.rights;inspire.theme;inspire.type;inspire.file_identifier;inspire.hierarchy_level;inspire.hierarchy_level_name;inspire.spatial_resolution;inspire.topologic_consistency;inspire.contact_individual_name;inspire.contact_position;inspire.contact_address;inspire.contact_email;inspire.identification_purpose;inspire.extend_description;inspire.extend_bounding_box_westbound_longitude;inspire.extend_bounding_box_eastbound_longitude;inspire.extend_bounding_box_southbound_latitude;inspire.extend_bounding_box_northbound_latitude;semantic.rml_mapping;semantic.classes;semantic.properties;explore.download_count
water-tariff-by-authority-use-slab-and-sector;;;Ministry of Energy;United Arab Emirates;EMEA;;Public;;;;Gallon/ month;;Water Tariff by Authority, Use slab and Sector;<p>Unit: Gallon/ month</p>;Water;Water Consumption, Rate;Public Domain;en;;2017-10-04T05:50:46+00:00;;;2017-10-08T05:01:50+00:00;2017-10-08T05:01:50+00:00;Federal Competitiveness and Statistics Authority;http://fcsa.gov.ae/en-us/Pages/Statistics/Statistics-by-Subject.aspx;3;Water Tariff by Authority, Use slab and Sector, 2015.;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;6
primary-energy-consumption-by-fuel;2017-09-27;;;World;WORLD;http://files.investis.com/bp_acc_ia/stat_review_06/htdocs/index.html;;;;;Mtoe Million tonnes oil equivalent;;Primary Energy Consumption by Fuel;"<table>  <colgroup><col/></colgroup></table></pre> <tbody><tr> <td> * In   this review, primary energy comprises commercially traded fuels, including   modern renewables used to generate electricity.</td> </tr> <tr> <td> ^ Less than 0.05.</td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> </tr> <tr> <td colspan=""9"">  Notes:Oil consumption is measured in million tonnes; other fuels in   million tonnes of oil equivalent.</td> <td> </td> </tr> <tr> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td> <td> </td></tr></";Crude Oil & Refined Products;consumption;;en;;2017-10-04T12:59:30+00:00;;;2017-12-27T12:16:21+00:00;2017-12-27T12:16:22+00:00;British Petroleum;http://www.bp.com/content/dam/bp/pdf/energy-economics/statistical-review-2016/bp-statistical-review-of-world-energy-2016-full-report.pdf;887;BP Statistical Review of World Energy June 2017. Table: Primary Energy: Consumption by fuel type - Mtoe (2015-2016);;;;;;;;;;;;;Annually;;2015-2016;;;;;;;;;;;;;;;;;;;;;;;;;3
managing-oil-revenue-stabilization-funds-a-framework-for-developing-policies;;;;Saudi Arabia;EMEA;http://www.kapsarc.org/terms-conditions/;Public;;;;;;Managing Oil Revenue Stabilization Funds: A Framework for Developing Policies;"<p><strong>About the Project</strong></p>
<p>Strategies can be developed to mitigate the effects of oil price shocks on the Kingdom’s economy. Oil stabilization funds provide short-run protection against oil revenue fluctuations – in the way that Saudi government deposits and reserves at the Saudi Arabian Monetary Authority (SAMA) have historically served as a buffer to decouple government budget from oil revenue fluctuations. Sovereign wealth funds create income for future generations to replace revenue streams from depletable resources – one of the purposes of Saudi Arabia’s Public Investment Fund. We have developed a framework for optimizing policies for adding to and withdrawing from stabilization funds, which we applied to Saudi Arabia as a case study. We will pursue this work by creating an integrated framework for linking stabilization funds with sovereign wealth funds. Recent data show the dependence of the non-oil sector’s growth to the oil price, whereas the non-oil sector growth is key in achieving the Kingdom’s economic diversification objectives. We will study this dependence with a deep dive in data, national accounts and economic theory. </p>
<p><strong>Key Points</strong></p>
<p>Oil revenue stabilization funds provide short-run protection against oil revenue fluctuations – in the way that Saudi government deposits and reserve at the Saudi Arabian Monetary Authority (SAMA) have historically served as a buffer to decouple government budget from oil revenue fluctuations. By contrast, sovereign wealth funds create income for future generations to replace revenue streams from depletable resources – one of the purposes of Saudi Arabia’s Public Investment Fund. </p>
<p>We developed a framework for optimizing policies for adding to and withdrawing from stabilization funds, which we apply to Saudi Arabia as a case study based on publicly available data. The quantitative results are sensitive to the specific assumptions on the likelihood of particular oil prices arising but the overall results are robust to a wide range of assumptions. </p>
<p>In general, the results match intuition: Withdrawals from the fund occur when oil prices are low and these withdrawals are larger when the fund is larger. However, general intuition is not sufficient to capture the value of optimizing the policies.</p>
<p>In our simulation, assuming that the Saudi government had applied the policies with the benefit of hindsight during the period 2003-2015, we find that the optimization approach can provide the same aggregate economic welfare during the period, but with a reserve fund that is $115 billion larger than the actual outcome at the end of the period.</p>
<p>Looking forward, and assuming random paths for oil prices, the simulated policies lead to fund sizes that fluctuate over time with an average level of $14,512 per capita ($307 billion in total, using the 2015 Saudi population). There is less than a 5 percent probability that the fund exceeds $41,000 per capita ($866 billion in total) and the fund balance falls to zero 16 percent of the time during the simulation period.</p>
<p>By dividing the fund into tranches, we estimate the probability distribution of the first time each tranche would be tapped (i.e., when the lower tranches have been fully used) and show that the higher tranches can be invested in longer duration assets that provide higher returns. This demonstrates why the boundary between a sovereign wealth fund and a stabilization fund is not a bright line.</p>";KAPSARC Publications;Discussion paper;Open Database License (ODbL);en;;2017-10-04T13:22:32+00:00;;;;2018-11-21T07:02:44+00:00;King Abdullah Petroleum Studies And Research Center;https://www.kapsarc.org/wp-content/uploads/2017/10/KS-2017-DP021-Managing-Oil-Revenue-Stabilization-Funds-A-Framework-for-Developing-Policies.pdf;0;Nader AlKathiri, Tarek Atalla, Frederic Murphy, Axel Pierru;;;;;;;2017-10-04;2017-10-04;King Abdullah Petroleum Studies And Research Center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
primary-energy-consumption-1965-2015;2017-09-27;;;World;WORLD;https://www.bp.com/en/global/corporate/legal-notice.html;Public;;;;Mtoe million tonnes of oil equivalent;;Primary Energy Consumption;"<table>  <colgroup></colgroup><tbody><tr>   <td> in million tonnes of oil equivalent.<br/>P<strong>rimary   Energy: Consumption*</strong></td>  </tr>  <tr>   <td> * In this Review, primary energy comprises   commercially-traded fuels, including modern renewables used to generate   electricity.</td>  </tr>  <tr>   <td>    Oil consumption is measured in million tonnes; other fuels</td></tr></tbody></table><table>  <colgroup></colgroup><tbody><tr>   <td> # Excludes Estonia, Latvia and Lithuania   prior to 1985 and Slovenia prior to 1990.</td>  </tr>  <tr>   <td>Million tonnes oil equivalent</td></tr></tbody></table>";Crude Oil & Refined Products;Consumption;;en;;2017-10-05T10:05:35+00:00;;;2018-10-03T12:06:12+00:00;2018-11-21T13:05:20+00:00;British Petroleum;http://www.bp.com/content/dam/bp/pdf/energy-economics/statistical-review-2016/bp-statistical-review-of-world-energy-2016-full-report.pdf;3536;BP Statistical Review of World Energy. Table: Primary Energy: Consumption - Mtoe (from 1965);;;;;;;;;;;;;Annually;;1965-2016;;;;;;;;;;;;;;;;;;;;;;;;;7
oil-production-in-kbd;2017-09-27;;;World;WORLD;http://files.investis.com/bp_acc_ia/stat_review_06/htdocs/index.html;Public;;;;Thousand barrels daily kb/d;;Oil Production in kb/d;<table>  <colgroup></colgroup><tbody><tr>   <td>Oil:   Production*</td>  </tr>  <tr>   <td>Thousand barrels daily</td></tr></tbody></table><table>  <colgroup></colgroup><tbody><tr>   <td> * Includes crude oil, shale oil, oil sands   and NGLs (natural gas liquids - the liquid content of natural gas where this   is recovered separately).</td>  </tr>  <tr>   <td>  Excludes liquid fuels from other sources   such as biomass and derivatives of coal and natural gas.</td></tr></tbody></table><table>  <colgroup></colgroup><tbody><tr>   <td> # Excludes Estonia, Latvia and Lithuania   prior to 1985 and Slovenia prior to 1990.</td>  </tr>  <tr>   <td>Note: Annual changes and   shares of total are calculated using million tonnes per annum figures.</td></tr></tbody></table>;Crude Oil & Refined Products;;;en;;2017-10-05T11:09:39+00:00;;;2018-10-03T12:06:30+00:00;2018-11-21T13:05:45+00:00;British Petroleum;https://www.bp.com/en/global/corporate/energy-economics/statistical-review-of-world-energy.html;2288;Table: Oil: Production – Barrels (from 1965);;;;;;;;;;;;;Annually;;1965-2016;;;;;;;;;;;;;;;;;;;;;;;;;12
world-oil-production-tonnes-1965-2015;2017-09-27;;;World;WORLD;https://www.bp.com/en/global/corporate/legal-notice.html;Restricted;;;;Million tonnes;;Oil Production in Million tonnes;<table>  <colgroup></colgroup><tbody><tr>   <td>Oil:   Production*</td>  </tr>  <tr>   <td>Million tonnes</td></tr></tbody></table><table>  <colgroup></colgroup><tbody><tr>   <td> * Includes crude oil, shale oil, oil sands   and NGLs (natural gas liquids - the liquid content of natural gas where this   is recovered separately).</td>  </tr>  <tr>   <td>  Excludes liquid fuels from other sources   such as biomass and derivatives of coal and natural gas.</td></tr></tbody></table><table><tbody><tr>   <td> # Excludes Estonia, Latvia and Lithuania   prior to 1985 and Slovenia prior to 1990.</td></tr></tbody></table>;Crude Oil & Refined Products;Production;Public Domain;en;;2017-10-05T11:14:24+00:00;;;2018-11-21T13:05:31+00:00;2018-11-21T13:05:33+00:00;British Petroleum;https://www.bp.com/en/global/corporate/energy-economics/statistical-review-of-world-energy.html;2288;Table: Oil: Production*;;;;;;;;;;;;;Annually;;1965-2016;;;;;;;;;;;;;;;;;;;;;;;;;17
employees-by-nationality-establishment-size-and-economic-activity;2018-08-01;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;;;Annualy;Employees by Nationality , Establishment Size and Economic Activity;"<p>This dataset contains Saudi Arabia Employees by Nationality , Establishment Size and Economic Activity 2010-2016 data From the Annual Economic Establishment Survey by General Authority for Statistics , Follow <a href=""https://datasource.kapsarc.org/pages/home/"">datasource.kapsarc.org</a> for timely data to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div><div><div>Including establishments operating in the private and public sector and not for profit.</div></div>";Economy, Demography, Industry;Labor, employee, Manufacturing;Public Domain;en;;2017-10-05T13:03:08+00:00;;;2018-08-01T08:20:22+00:00;2018-08-01T08:20:23+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;7812;Total employees by class size & economic activity, Employees: By Main Economic Activity and Nationality, Saudi employees by class size & economic activity, Non Saudi employees by class size & economic activity;;;;;;;;;;;;;Annually;;2010 - 2016;Country;;;;;;;;;;;;;;;;;;;;;;;;2
technological-disruptions-and-service-based-business-models-in-the-power-sector;;;;World;EMEA;http://www.kapsarc.org/terms-conditions/;Public;;;;;;Potential Effects of Trade Liberalization on Chinaâ€™s Imports of Plastics…;"<p><strong>About the Project</strong></p>
<p>The Electricity Sector Transition KAPSARC initiative examines the challenges and opportunities of technological innovations in the electricity sector and their impact on policy choices and business models. Like many other countries, Saudi Arabia is undertaking a major electricity sector liberalization which will shape its socio-economic development and crucially affect the government’s wider economic diversification strategy. The Electricity Sector Transition initiative seeks to draw from international experience and discussion to inform and provide practical guidance for policy practitioners and other key stakeholders, as they grapple with the related policy and implementation challenges.</p>
<p><strong>Key Points</strong></p>
<p>Electricity markets around the world are facing significant challenges from the demand and supply side of the industry. From the supply side, distributed energy resources, usually owned by third parties, are forcing utilities to re-evaluate their business models; while developments in information and communication technologies, such as smart metering and blockchains, are enabling new opportunities for both existing and new players on the demand side.</p>
<p>This confluence of factors is driving a transition from the notion of electricity as a traded commodity to an ingredient of an ecosystem that offers a wide range of flexible services – related to electricity consumption or production – that consumers want and are willing to pay. Three broad themes underline this shift in the electricity value proposition:</p>
<p>Future business models in the power markets will probably not be centered solely on electricity. Consumers may not be interested in products that only save electricity, but rather on products that deliver new services that have the collateral benefit of saving electricity.</p>
<p>Some of these services would be at the intersection between energy, finance and internet access. This would require new forms of regulation, developed in tandem with market offerings rather than constrained by functional silos.</p>
<p>In many cases, the utility will behave as the incubator of new businesses by acting as the operator of last resort. Regulators could allow this to grow, by turning a ‘strategic regulatory blind eye’, until rents captured by newcomers constrain further societal benefits. </p>";KAPSARC Publications;Workshop Series ;Open Database License (ODbL);en;;2017-10-05T13:22:31+00:00;;;;2018-11-21T07:02:44+00:00;King Abdullah Petroleum Studies And Research Center;https://www.kapsarc.org/wp-content/uploads/2018/06/KS-2018-DP34-Potential-Effects-of-Trade-Liberalization-on-Chinaâ€™s-Imports-of-Plastics-from-the-GCC.pdf;0;;;;;;;;2018-06-04;2018-06-04;King Abdullah Petroleum Studies And Research Center;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
purchases-of-fixed-assets-by-type-and-economic-activity;2017-10-05;;;Saudi Arabia;EMEA;https://www.stats.gov.sa/en/page/45;Public;;;Yes;Thousand U.S. Dollars;Annualy;Purchases of Fixed Assets by Type and Economic Activity;"<p>This dataset contains Saudi Arabia Purchases of Fixed Assets by Type and Economic Activity 2005-2009 data From the Annual Economic Establishment Survey by General Authority for Statistics , Export API data for more datasets to advance energy economics research.</p><p>Data from the Annual Economic Establishment Survey.</p><div>Do not include establishments operating in the governmental and external sectors.</div>
<div><div>Including establishments operating in the private and public sector and not for profit.</div>
</div>";Economy, Industry;Annual Economic Establishment Survey, Manufacturing;Public Domain;en;;2017-10-05T14:09:55+00:00;False;False;2018-10-25T12:58:53+00:00;2018-10-25T13:23:15+00:00;General Authority for Statistics;https://www.stats.gov.sa/en/64#;1680;Purchases of Fixed Assets by Type and Main Economic Activity;;;;;;;;;;;;;Annually;;2005 - 2009;Country;;;;;;;;;;;;;;;;;;;;;;;;24
oil-regional-consumption-by-product;2017-09-27;;;World;WORLD;https://www.bp.com/en/global/corporate/legal-notice.html;;;;;Thousand barrels daily;;Oil Regional Consumption by Product;<table>  <colgroup></colgroup><tbody><tr>   <td>   <table>    <tbody><tr>     <td> * Excludes Estonia, Latvia, Lithuania     prior to 1992 and Slovenia prior to 1990.</td>    </tr>   </tbody></table>  </td> </tr><tr>    <td>w Less than 0.05%.</td> </tr>   <tr>    <td>   <table>    <tbody><tr>     <td> n/a not available.</td>    </tr>   </tbody></table>  </td></tr><tr>    <td>Notes: ‘Light distillates’ consists of aviation and motor gasolines   and light distillate feedstock (LDF).</td> </tr>  <tr>    <td>‘Middle distillates’   consists of jet and heating kerosenes, and gas and diesel oils (including   marine bunkers).</td></tr><tr>    <td>‘Fuel oil’ includes marine   bunkers and crude oil used directly as fuel.</td> </tr>   <tr>    <td>   <table>    <tbody><tr>     <td>‘Others’     consists of refinery gas, liquefied petroleum gas (LPG), solvents,     petroleum coke, lubricants, bitumen, wax, other refined products and     refinery fuel and loss.</td>    </tr>   </tbody></table>  </td></tr><tr>    <td>Annual changes and shares of   total are calculated using thousand barrels daily figures.</td> </tr>  <tr>    <td>Growth rates are adjusted   for leap years.</td></tr></tbody></table>;Crude Oil & Refined Products;;;en;;2017-10-08T05:16:30+00:00;;;2018-10-03T12:04:54+00:00;2018-11-21T13:03:24+00:00;British Petroleum;https://www.bp.com/en/global/corporate/energy-economics/statistical-review-of-world-energy.html;5096;BP Statistical Review of World Energy. Table: Oil: Regional consumption – by product (from 1965);;;;;;;;;;;;;Annually;;1965-2016;;;;;;;;;;;;;;;;;;;;;;;;;4
